num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
3573,Sharyn O'Halloran,political_econ,Europe,TCD,15,1141,17,1215,610.3286000180558,783,1471.0,967,26,1461,0,3283,0,3965,13.0,1571,0,3203,17,1241,8.5,1487,305.1643000090279,1342,610.3286000180558,617,0.0,3261
3574,Alejandra Ramos,labor,Europe,TCD,1,4388,0,4385,7.14142842854285,4210,9.0,4234,3,4085,0,3283,1,2917,1.5,4125,0,3203,0,4408,0.5,4086,3.570714214271425,4226,7.14142842854285,4159,0.0,3261
3575,Barra Roantree,p_finance,Europe,TCD,4,3256,1,3809,19.72308292331602,3808,47.0,3604,14,2384,0,3283,1,2917,7.0,2517,0,3203,1,3860,0.5,4086,9.86154146165801,3840,19.72308292331602,3709,0.0,3261
3576,Davide Romelli,multiple-field,Europe,TCD,11,1625,11,1709,132.4273385672309,2219,377.0,2072,19,1915,0,3283,2,2431,9.5,2035,0,3203,11,1737,6.0,1923,66.21366928361545,2464,132.4273385672309,2036,0.0,3261
3577,Paul Scanlon,multiple-field,Europe,TCD,2,3967,0,4385,4.58257569495584,4352,7.0,4303,3,4085,0,3283,1,2917,1.5,4125,0,3203,0,4408,0.5,4086,2.29128784747792,4357,4.58257569495584,4313,0.0,3261
3578,Marvin Suesse,history,Europe,TCD,3,3600,2,3404,33.61547262794322,3457,54.0,3505,5,3656,0,3283,2,2431,2.5,3719,0,3203,2,3459,1.0,3730,16.80773631397161,3540,33.61547262794322,3352,0.0,3261
3579,Vitaliia Yaremko,labor,Europe,TCD,1,4388,0,4385,1.0,4570,1.0,4570,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,0.5,4572,1.0,4561,0.0,3261
3580,Chong-En Bai,multiple-field,Asia,THU,21,669,30,633,900.9023254493242,556,3357.0,510,45,770,2,1169,9,991,23.5,827,2,1039,30,649,17.0,742,960.904191459948,862,801.5492480141545,463,1599.098496028309,641
3581,Jing Cao,multiple-field,Asia,THU,23,568,35,527,476.9465378844887,959,1976.0,770,57,557,0,3283,3,2072,28.5,630,0,3203,35,538,18.0,684,238.47326894224435,1466,476.9465378844887,776,0.0,3261
3582,Feng Dong,macro,Asia,THU,8,2197,7,2254,59.648973168026956,2993,178.0,2715,25,1518,0,3283,11,832,12.5,1623,0,3203,7,2299,8.0,1567,29.824486584013478,3138,59.648973168026956,2857,0.0,3261
3583,Yingjie Feng,econometrics,Asia,THU,4,3256,3,3094,70.4769465853906,2832,125.0,2973,7,3309,1,1576,1,2917,4.0,3242,1,1424,3,3149,2.0,3174,75.32077301403062,2368,49.641546028061235,3016,48.641546028061235,1592
3584,Sainan Jin,econometrics,Asia,THU,14,1239,19,1100,240.14370697563572,1628,763.0,1478,30,1275,1,1576,16,541,15.5,1343,1,1424,19,1119,12.5,1053,237.55639394729593,1468,196.1127878945919,1630,195.1127878945919,1278
3585,Mingzhi Li,i_organization,Asia,THU,8,2197,7,2254,92.4824307639024,2573,247.0,2442,34,1095,0,3283,0,3965,17.0,1221,0,3203,7,2299,3.5,2589,46.2412153819512,2768,92.4824307639024,2417,0.0,3261
3586,Chenyuan Liu,p_finance,Asia,THU,2,3967,0,4385,10.295630140987,4086,14.0,4102,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,5.1478150704935,4102,10.295630140987,4022,0.0,3261
3587,Qing Liu,i_finance,Asia,THU,1,4388,1,3809,12.0,4037,12.0,4154,1,4577,0,3283,1,2917,0.5,4588,0,3203,1,3860,0.5,4086,6.0,4056,12.0,3963,0.0,3261
3588,Yi Lu,multiple-field,Asia,THU,34,230,60,211,1772.356341145877,250,6589.0,248,78,323,0,3283,15,589,39.0,379,0,3203,60,218,31.0,292,886.1781705729385,884,1772.356341145877,169,0.0,3261
3589,Wenlan Luo,macro,Asia,THU,4,3256,3,3094,49.06118628814432,3157,91.0,3190,8,3159,0,3283,2,2431,4.0,3242,0,3203,3,3149,1.5,3437,24.53059314407216,3273,49.06118628814432,3030,0.0,3261
3590,Hong Ma,i_trade,Asia,THU,15,1141,22,952,332.3627536292236,1302,1179.0,1131,36,1023,0,3283,5,1568,18.0,1148,0,3203,22,972,12.0,1098,166.1813768146118,1733,332.3627536292236,1096,0.0,3261
3591,Ouyang Min,econometrics,Asia,THU,4,3256,3,3094,147.29901561110313,2110,233.0,2491,5,3656,0,3283,3,2072,2.5,3719,0,3203,3,3149,1.5,3437,73.64950780555156,2383,147.29901561110313,1933,0.0,3261
3592,Wenqing Pan,multiple-field,Asia,THU,5,2944,4,2824,139.46325680981354,2161,246.0,2447,15,2273,0,3283,0,3965,7.5,2418,0,3203,4,2882,2.0,3174,69.73162840490677,2424,139.46325680981354,1989,0.0,3261
3593,Liangshu Qi,labor,Asia,THU,4,3256,3,3094,60.597029630172464,2983,100.0,3122,4,3855,0,3283,0,3965,2.0,3907,0,3203,3,3149,1.5,3437,30.298514815086232,3126,60.597029630172464,2849,0.0,3261
3594,Yingyi Qian,multiple-field,Asia,THU,28,386,29,665,2031.0817314918668,206,7291.0,221,37,989,8,386,14,640,22.5,866,8,320,29,684,18.5,651,15245.411728641313,233,1821.9275068204904,161,14511.420054563923,151
3595,Liangjun Su,econometrics,Asia,THU,31,296,68,166,461.0683246548173,992,2976.0,562,108,163,1,1576,55,38,54.5,193,1,1424,68,173,44.0,145,383.48951023301817,1217,429.97902046603633,863,428.97902046603633,1019
3596,Tracy Xiao Liu,behavior-experiment,Asia,THU,11,1625,11,1709,366.91007072578424,1202,955.0,1312,23,1634,0,3283,4,1786,11.5,1753,0,3203,11,1737,6.0,1923,183.45503536289212,1648,366.91007072578424,998,0.0,3261
3597,Binzhen Wu,multiple-field,Asia,THU,14,1239,14,1430,364.1812735438219,1208,1066.0,1231,23,1634,1,1576,5,1568,12.0,1681,1,1424,14,1453,8.5,1487,222.87564789103038,1507,362.75129578206077,1008,361.75129578206077,1078
3598,Kangping Wu,multiple-field,Asia,THU,2,3967,0,4385,5.5677643628300215,4290,11.0,4176,7,3309,0,3283,0,3965,3.5,3382,0,3203,0,4408,0.0,4504,2.7838821814150108,4300,5.5677643628300215,4243,0.0,3261
3599,Wen Yao,macro,Asia,THU,4,3256,4,2824,26.38181191654584,3619,56.0,3480,6,3475,0,3283,3,2072,3.0,3545,0,3203,4,2882,2.5,2945,13.19090595827292,3674,26.38181191654584,3512,0.0,3261
3600,Xiaohan Zhong,multiple-field,Asia,THU,4,3256,3,3094,48.29078587059855,3171,92.0,3183,8,3159,0,3283,4,1786,4.0,3242,0,3203,3,3149,2.5,2945,24.145392935299274,3286,48.29078587059855,3044,0.0,3261
3601,Tsukasa Ishigaki,other,Asia,Tohoku,8,2197,4,2824,35.90264614203248,3410,151.0,2826,35,1061,0,3283,0,3965,17.5,1186,0,3203,4,2882,2.0,3174,17.95132307101624,3500,35.90264614203248,3303,0.0,3261
3602,Shigemi Izumida,finance,Asia,Tohoku,2,3967,2,3404,128.87590930814028,2243,155.0,2814,3,4085,0,3283,0,3965,1.5,4125,0,3203,2,3459,1.0,3730,64.43795465407014,2492,128.87590930814028,2065,0.0,3261
3603,Shinji Ohseto,micro_theory,Asia,Tohoku,8,2197,8,2100,64.20280367709809,2923,208.0,2578,19,1915,0,3283,1,2917,9.5,2035,0,3203,8,2146,4.0,2445,32.101401838549044,3076,64.20280367709809,2784,0.0,3261
3604,Naoki Odanaka,other,Asia,Tohoku,0,4667,0,4385,0.0,4667,0.0,4667,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,0.0,3261
3605,Yoh Kawana,history,Asia,Tohoku,1,4388,0,4385,3.0,4440,3.0,4453,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,1.5,4444,3.0,4407,0.0,3261
3606,Nozomu Kawabata,multiple-field,Asia,Tohoku,1,4388,0,4385,5.0,4330,5.0,4375,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,2.5,4337,5.0,4288,0.0,3261
3607,Akiomi Kitagawa,macro,Asia,Tohoku,4,3256,0,4385,12.12435565298214,4026,27.0,3874,13,2492,0,3283,0,3965,6.5,2616,0,3203,0,4408,0.0,4504,6.06217782649107,4044,12.12435565298214,3951,0.0,3261
3608,Kazuhiro Kurose,macro,Asia,Tohoku,3,3600,0,4385,8.54400374531753,4151,17.0,4044,6,3475,0,3283,0,3965,3.0,3545,0,3203,0,4408,0.0,4504,4.272001872658765,4167,8.54400374531753,4095,0.0,3261
3609,Norio Sasaki,p_finance,Asia,Tohoku,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,0.0,3261
3610,Kenichi Suzuki,other,Asia,Tohoku,3,3600,0,4385,9.746794344808963,4109,27.0,3874,23,1634,0,3283,0,3965,11.5,1753,0,3203,0,4408,0.0,4504,4.873397172404482,4128,9.746794344808963,4050,0.0,3261
3611,Jun Nagayasu,multiple-field,Asia,Tohoku,10,1802,11,1709,110.14081895464551,2405,407.0,1997,41,868,0,3283,0,3965,20.5,981,0,3203,11,1737,5.5,2026,55.070409477322755,2621,110.14081895464551,2222,0.0,3261
3612,Yuko Nishide,other,Asia,Tohoku,1,4388,0,4385,2.449489742783178,4457,4.0,4413,5,3656,0,3283,0,3965,2.5,3719,0,3203,0,4408,0.0,4504,1.224744871391589,4460,2.449489742783178,4430,0.0,3261
3613,Shiro Hioki,development,Asia,Tohoku,2,3967,1,3809,22.315913604421397,3729,28.0,3857,4,3855,0,3283,0,3965,2.0,3907,0,3203,1,3860,0.5,4086,11.157956802210698,3768,22.315913604421397,3628,0.0,3261
3614,Akira Hibiki,multiple-field,Asia,Tohoku,11,1625,12,1604,550.09817305641,853,1088.0,1211,34,1095,0,3283,0,3965,17.0,1221,0,3203,12,1632,6.0,1923,275.049086528205,1399,550.09817305641,682,0.0,3261
3615,Michi Fukushima,i_organization,Asia,Tohoku,2,3967,0,4385,5.385164807134504,4298,9.0,4234,8,3159,0,3283,0,3965,4.0,3242,0,3203,0,4408,0.0,4504,2.692582403567252,4307,5.385164807134504,4250,0.0,3261
3616,Satoru Masuda,multiple-field,Asia,Tohoku,4,3256,1,3809,20.71231517720798,3776,49.0,3575,18,1994,0,3283,0,3965,9.0,2114,0,3203,1,3860,0.5,4086,10.35615758860399,3812,20.71231517720798,3680,0.0,3261
3617,Yoshifumi Muroi,finance,Asia,Tohoku,4,3256,2,3404,21.93171219946131,3740,63.0,3415,15,2273,0,3283,0,3965,7.5,2418,0,3203,2,3459,1.0,3730,10.965856099730654,3781,21.93171219946131,3643,0.0,3261
3618,Yasumasa Matsuda,econometrics,Asia,Tohoku,8,2197,6,2423,93.8296328459192,2562,248.0,2438,29,1320,0,3283,0,3965,14.5,1436,0,3203,6,2464,3.0,2752,46.9148164229596,2756,93.8296328459192,2404,0.0,3261
3619,Kenji Mori,history,Asia,Tohoku,4,3256,1,3809,15.84297951775486,3933,39.0,3705,11,2737,0,3283,0,3965,5.5,2853,0,3203,1,3860,0.5,4086,7.92148975887743,3961,15.84297951775486,3850,0.0,3261
3620,Takenobu Yuki,history,Asia,Tohoku,1,4388,0,4385,2.23606797749979,4467,3.0,4453,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,1.118033988749895,4470,2.23606797749979,4440,0.0,3261
3621,Michio Yuda,p_finance,Asia,Tohoku,5,2944,1,3809,18.76166303929372,3840,52.0,3533,11,2737,0,3283,0,3965,5.5,2853,0,3203,1,3860,0.5,4086,9.38083151964686,3869,18.76166303929372,3742,0.0,3261
3622,Midori Wakabayashi,labor,Asia,Tohoku,7,2425,5,2603,54.699177324709375,3062,142.0,2879,14,2384,0,3283,1,2917,7.0,2517,0,3203,5,2654,2.5,2945,27.349588662354687,3196,54.699177324709375,2924,0.0,3261
3623,Atsushi Akiike,other,Asia,Tohoku,3,3600,1,3809,16.06237840420901,3919,26.0,3893,5,3656,0,3283,0,3965,2.5,3719,0,3203,1,3860,0.5,4086,8.031189202104505,3944,16.06237840420901,3833,0.0,3261
3624,Koji Asano,finance,Asia,Tohoku,2,3967,0,4385,3.7416573867739413,4405,6.0,4335,6,3475,0,3283,0,3965,3.0,3545,0,3203,0,4408,0.0,4504,1.8708286933869707,4410,3.7416573867739413,4367,0.0,3261
3625,Iat-Meng Ko,econometrics,Asia,Tohoku,5,2944,2,3404,48.63126566315131,3168,101.0,3112,12,2609,0,3283,2,2431,6.0,2731,0,3203,2,3459,2.0,3174,24.315632831575655,3283,48.63126566315131,3039,0.0,3261
3626,So Kubota,macro,Asia,Tohoku,3,3600,3,3094,60.73713855624086,2982,97.0,3145,5,3656,0,3283,0,3965,2.5,3719,0,3203,3,3149,1.5,3437,30.36856927812043,3125,60.73713855624086,2847,0.0,3261
3627,Sakai Ken,history,Asia,Tohoku,2,3967,0,4385,5.477225575051661,4293,8.0,4272,5,3656,0,3283,0,3965,2.5,3719,0,3203,0,4408,0.0,4504,2.7386127875258306,4303,5.477225575051661,4246,0.0,3261
3628,Ayumu Sugawara,history,Asia,Tohoku,1,4388,0,4385,2.0,4497,2.0,4502,3,4085,0,3283,0,3965,1.5,4125,0,3203,0,4408,0.0,4504,1.0,4501,2.0,4473,0.0,3261
3629,Michio Suzuki,multiple-field,Asia,Tohoku,6,2677,6,2423,78.01281945936834,2734,158.0,2801,8,3159,0,3283,0,3965,4.0,3242,0,3203,6,2464,3.0,2752,39.00640972968417,2901,78.01281945936834,2589,0.0,3261
3630,Hiroaki Chigira,econometrics,Asia,Tohoku,2,3967,0,4385,5.656854249492381,4287,8.0,4272,5,3656,0,3283,0,3965,2.5,3719,0,3203,0,4408,0.0,4504,2.8284271247461903,4297,5.656854249492381,4238,0.0,3261
3631,Yasunari Takaura,other,Asia,Tohoku,0,4667,0,4385,0.0,4667,0.0,4667,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,0.0,3261
3632,Takeyasu Ichikohji,other,Asia,Tohoku,5,2944,4,2824,49.69909455915671,3143,102.0,3106,11,2737,0,3283,0,3965,5.5,2853,0,3203,4,2882,2.0,3174,24.849547279578356,3264,49.69909455915671,3012,0.0,3261
3633,Ayano Fujiwara,labor,Asia,Tohoku,2,3967,0,4385,11.661903789690601,4046,22.0,3954,10,2874,0,3283,0,3965,5.0,2983,0,3203,0,4408,0.0,4504,5.830951894845301,4064,11.661903789690601,3974,0.0,3261
3634,Bai Yu,multiple-field,Asia,Tohoku,6,2677,5,2603,47.66550115125194,3179,110.0,3069,12,2609,0,3283,0,3965,6.0,2731,0,3203,5,2654,2.5,2945,23.83275057562597,3291,47.66550115125194,3050,0.0,3261
3635,Masayuki Yagasaki,labor,Asia,Tohoku,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,0.0,3261
3636,Yanjun Li,multiple-field,Asia,Tohoku,5,2944,3,3094,24.24871130596428,3667,62.0,3427,14,2384,0,3283,0,3965,7.0,2517,0,3203,3,3149,1.5,3437,12.12435565298214,3710,24.24871130596428,3561,0.0,3261
3637,Yinxing Li,other,Asia,Tohoku,1,4388,0,4385,4.58257569495584,4352,9.0,4234,6,3475,0,3283,0,3965,3.0,3545,0,3203,0,4408,0.0,4504,2.29128784747792,4357,4.58257569495584,4313,0.0,3261
3638,Runyu Dai,econometrics,Asia,Tohoku,1,4388,0,4385,1.4142135623730951,4524,2.0,4502,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,0.7071067811865476,4528,1.4142135623730951,4502,0.0,3261
3639,Fengming Chen,multiple-field,Asia,Tohoku,2,3967,0,4385,10.862780491200215,4071,18.0,4028,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,5.431390245600108,4089,10.862780491200215,4006,0.0,3261
3640,Yikai Zhao,finance,Asia,Tohoku,1,4388,0,4385,1.4142135623730951,4524,2.0,4502,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,0.7071067811865476,4528,1.4142135623730951,4502,0.0,3261
3641,Fumiya Akashi,econometrics,Asia,Tokyo,3,3600,0,4385,9.16515138991168,4121,20.0,3989,10,2874,0,3283,1,2917,5.0,2983,0,3203,0,4408,0.5,4086,4.58257569495584,4139,9.16515138991168,4063,0.0,3261
3642,Kosuke Aoki,macro,Asia,Tokyo,6,2677,6,2423,341.45863585506225,1278,618.0,1662,15,2273,0,3283,3,2072,7.5,2418,0,3203,6,2464,3.0,2752,170.72931792753113,1706,341.45863585506225,1068,0.0,3261
3643,Yu Awaya,micro_theory,Asia,Tokyo,6,2677,4,2824,63.85922016435841,2928,134.0,2933,16,2168,2,1169,8,1097,9.0,2114,2,1039,4,2882,5.5,2026,149.42853089020906,1814,29.0,3440,54.0,1566
3644,Masaaki Fujii,other,Asia,Tokyo,16,1038,20,1048,284.4767125794307,1437,1085.0,1216,39,924,0,3283,0,3965,19.5,1041,0,3203,20,1065,10.0,1294,142.23835628971534,1855,284.4767125794307,1249,0.0,3261
3645,Rika Fujioka,history,Asia,Tokyo,5,2944,3,3094,41.60528812542944,3309,85.0,3226,12,2609,0,3283,0,3965,6.0,2731,0,3203,3,3149,1.5,3437,20.80264406271472,3403,41.60528812542944,3189,0.0,3261
3646,Shin-Ichi Fukuda,multiple-field,Asia,Tokyo,12,1477,19,1100,228.93448844593075,1665,657.0,1612,69,414,0,3283,2,2431,34.5,474,0,3203,19,1119,10.0,1294,114.46724422296538,2026,228.93448844593075,1471,0.0,3261
3647,Shohei Funatsu,i_trade,Asia,Tokyo,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,0.0,3261
3648,Taiji Furusawa,micro_theory,Asia,Tokyo,9,1992,9,1961,139.41664176130482,2163,377.0,2072,26,1461,0,3283,1,2917,13.0,1571,0,3203,9,2003,5.0,2147,69.70832088065241,2427,139.41664176130482,1991,0.0,3261
3649,Andrew S. Griffen,development,Asia,Tokyo,4,3256,2,3404,32.31098884280702,3487,58.0,3462,6,3475,0,3283,1,2917,3.0,3545,0,3203,2,3459,1.5,3437,16.15549442140351,3560,32.31098884280702,3379,0.0,3261
3650,Masayoshi Hayashi,p_finance,Asia,Tokyo,6,2677,3,3094,151.21177202850313,2088,247.0,2442,17,2079,0,3283,0,3965,8.5,2203,0,3203,3,3149,1.5,3437,75.60588601425157,2365,151.21177202850313,1905,0.0,3261
3651,Masahiro Higo,econometrics,Asia,Tokyo,1,4388,0,4385,5.196152422706632,4303,7.0,4303,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,2.598076211353316,4312,5.196152422706632,4257,0.0,3261
3652,Takeo Hoshi,multiple-field,Asia,Tokyo,15,1141,22,952,1091.3312970862698,452,2560.0,639,46,750,1,1576,3,2072,23.5,827,1,1424,22,972,11.5,1143,1175.238651701319,789,733.4773034026379,507,732.4773034026379,848
3653,Toshiaki Iizuka,multiple-field,Asia,Tokyo,13,1348,14,1430,221.37750563234738,1700,698.0,1558,25,1518,1,1576,7,1234,13.0,1571,1,1424,14,1453,8.5,1487,192.67770358922576,1615,202.35540717845151,1603,201.35540717845151,1266
3654,Asuka Imaizumi,history,Asia,Tokyo,2,3967,1,3809,31.064449134018133,3507,33.0,3785,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,15.532224567009067,3575,31.064449134018133,3397,0.0,3261
3655,Nobuyuki Inamizu,labor,Asia,Tokyo,3,3600,2,3404,39.61060464067672,3342,59.0,3453,3,4085,0,3283,0,3965,1.5,4125,0,3203,2,3459,1.0,3730,19.80530232033836,3431,39.61060464067672,3228,0.0,3261
3656,Kaoru Irie,econometrics,Asia,Tokyo,5,2944,4,2824,38.27531841800928,3365,95.0,3161,15,2273,0,3283,0,3965,7.5,2418,0,3203,4,2882,2.0,3174,19.13765920900464,3455,38.27531841800928,3253,0.0,3261
3657,Akira Ishide,finance,Asia,Tokyo,1,4388,0,4385,5.0,4330,5.0,4375,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,2.5,4337,5.0,4288,0.0,3261
3658,Yasushi Iwamoto,p_finance,Asia,Tokyo,6,2677,3,3094,34.39476704383968,3438,97.0,3145,16,2168,0,3283,2,2431,8.0,2304,0,3203,3,3149,2.0,3174,17.19738352191984,3523,34.39476704383968,3330,0.0,3261
3659,Michihiro Kandori,micro_theory,Asia,Tokyo,12,1477,14,1430,929.8456861221651,541,1643.0,881,21,1766,10,280,14,640,15.5,1343,9,268,15,1379,12.5,1053,7652.6903486490655,354,166.60459763365824,1804,1566.0459763365825,648
3660,Makoto Kasuya,history,Asia,Tokyo,3,3600,1,3809,11.357816691600547,4052,19.0,4007,7,3309,0,3283,0,3965,3.5,3382,0,3203,1,3860,0.5,4086,5.678908345800274,4069,11.357816691600547,3980,0.0,3261
3661,Daiji Kawaguchi,labor,Asia,Tokyo,19,797,36,503,184.63206655399816,1891,1023.0,1259,61,505,1,1576,4,1786,31.0,565,1,1424,36,514,19.0,627,115.53278101314305,2021,184.0655620262861,1696,183.0655620262861,1295
3662,Kawai Kei,multiple-field,Asia,Tokyo,6,2677,6,2423,96.44169222903547,2538,193.0,2644,9,3018,7,445,7,1234,8.0,2304,5,545,8,2146,7.5,1649,853.818854592209,901,18.6619037896906,3745,81.63332652783421,1488
3663,Fuhito Kojima,micro_theory,Asia,Tokyo,22,617,35,527,436.5157500022193,1047,1988.0,767,58,546,17,114,31,175,37.5,409,12,173,40,448,30.5,304,11985.989128545902,273,255.03991261971174,1376,4046.6785145350996,402
3664,Kenichi Kuwashima,other,Asia,Tokyo,2,3967,1,3809,41.31585652022719,3312,47.0,3604,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,20.657928260113597,3404,41.31585652022719,3192,0.0,3261
3665,Yichuan Lou,micro_theory,Asia,Tokyo,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,1,2917,0.5,4588,0,3203,0,4408,0.5,4086,0.0,4667,0.0,4669,0.0,3261
3666,Akihiko Matsui,micro_theory,Asia,Tokyo,14,1239,16,1280,294.3637205907005,1406,874.0,1379,38,953,1,1576,14,640,19.5,1041,1,1424,16,1309,11.0,1189,299.48253141855315,1354,229.96506283710622,1466,228.96506283710622,1228
3667,Hitoshi Matsushima,micro_theory,Asia,Tokyo,13,1348,14,1430,236.18848405457874,1643,711.0,1547,38,953,2,1169,17,493,20.0,1011,2,1039,14,1453,11.0,1189,496.5029382175732,1096,143.63332941084172,1958,283.26665882168345,1160
3668,Kosuke Motoki,other,Asia,Tokyo,25,490,48,318,329.7711327572503,1308,1909.0,787,98,208,0,3283,0,3965,49.0,234,0,3203,48,326,24.0,461,164.88556637862516,1739,329.7711327572503,1102,0.0,3261
3669,Tomoyuki Nakajima,macro,Asia,Tokyo,10,1802,10,1828,53.76802023508026,3076,193.0,2644,21,1766,2,1169,9,991,11.5,1753,2,1039,10,1859,7.5,1649,105.87953089897616,2082,46.62062303464621,3072,89.24124606929242,1466
3670,Taisuke Nakata,macro,Asia,Tokyo,12,1477,13,1510,86.0116271209887,2645,310.0,2245,30,1275,0,3283,4,1786,15.0,1386,0,3203,13,1535,6.5,1818,43.00581356049435,2828,86.0116271209887,2489,0.0,3261
3671,Makoto Nirei,macro,Asia,Tokyo,8,2197,6,2423,409.65107103485036,1107,686.0,1572,21,1766,2,1169,3,2072,11.5,1753,1,1424,7,2299,4.5,2297,491.4498392696717,1103,117.6027681329474,2162,231.2055362658948,1223
3672,Shunya Noda,micro_theory,Asia,Tokyo,2,3967,0,4385,7.681145747868608,4191,13.0,4130,9,3018,0,3283,3,2072,4.5,3116,0,3203,0,4408,1.5,3437,3.840572873934304,4208,7.681145747868608,4137,0.0,3261
3673,Shinji Nohara,history,Asia,Tokyo,2,3967,0,4385,6.855654600401044,4228,13.0,4130,12,2609,0,3283,0,3965,6.0,2731,0,3203,0,4408,0.0,4504,3.427827300200522,4244,6.855654600401044,4179,0.0,3261
3674,Hikaru Ogawa,multiple-field,Asia,Tokyo,12,1477,18,1155,138.63621460498698,2168,562.0,1730,61,505,1,1576,3,2072,31.0,565,1,1424,18,1177,9.5,1356,147.03060268852505,1827,99.0612053770501,2350,98.0612053770501,1443
3675,Hiroshi Ohashi,i_organization,Asia,Tokyo,10,1802,10,1828,335.7335252845626,1293,785.0,1454,22,1700,0,3283,2,2431,11.0,1825,0,3203,10,1859,5.0,2147,167.8667626422813,1725,335.7335252845626,1089,0.0,3261
3676,Kiyohiro Oki,i_trade,Asia,Tokyo,4,3256,1,3809,15.394804318340652,3948,27.0,3874,5,3656,0,3283,0,3965,2.5,3719,0,3203,1,3860,0.5,4086,7.697402159170326,3973,15.394804318340652,3864,0.0,3261
3677,Ryo Okui,econometrics,Asia,Tokyo,14,1239,16,1280,227.73669006113178,1674,720.0,1540,31,1232,2,1169,10,906,16.5,1262,2,1039,16,1309,9.5,1356,452.2950211222079,1142,172.80398121823742,1773,341.60796243647485,1097
3678,Yasuhiro Omori,econometrics,Asia,Tokyo,14,1239,18,1155,349.78564864785403,1245,986.0,1284,46,750,0,3283,3,2072,23.0,848,0,3203,18,1177,9.5,1356,174.89282432392702,1682,349.78564864785403,1037,0.0,3261
3679,Daisuke Oyama,micro_theory,Asia,Tokyo,11,1625,13,1510,80.26830009412184,2701,291.0,2294,24,1571,2,1169,9,991,13.0,1571,1,1424,14,1453,9.0,1418,77.31542392242594,2354,81.10752176626443,2547,158.21504353252885,1342
3680,Shosei Sakaguchi,econometrics,Asia,Tokyo,2,3967,0,4385,4.47213595499958,4357,8.0,4272,4,3855,0,3283,0,3965,2.0,3907,0,3203,0,4408,0.0,4504,2.23606797749979,4362,4.47213595499958,4318,0.0,3261
3681,Seisho Sato,multiple-field,Asia,Tokyo,6,2677,3,3094,162.628410802049,2023,232.0,2495,20,1840,0,3283,0,3965,10.0,1962,0,3203,3,3149,1.5,3437,81.3142054010245,2315,162.628410802049,1835,0.0,3261
3682,Yasuhiro Sato,multiple-field,Asia,Tokyo,13,1348,16,1280,195.21526579650475,1830,639.0,1636,40,899,0,3283,6,1392,20.0,1011,0,3203,16,1309,10.5,1239,97.60763289825238,2143,195.21526579650475,1634,0.0,3261
3683,Yasuyuki Sawada,multiple-field,Asia,Tokyo,28,386,62,197,379.72621716178617,1173,2564.0,638,138,90,0,3283,6,1392,69.0,108,0,3203,62,201,32.0,272,189.86310858089308,1627,379.72621716178617,968,0.0,3261
3684,Katsumi Shimotsu,econometrics,Asia,Tokyo,15,1141,17,1215,466.507234670589,982,1279.0,1072,23,1634,2,1169,10,906,12.5,1623,2,1039,17,1241,10.5,1239,517.6820435475868,1074,446.9269602979797,832,889.8539205959594,795
3685,Mototsugu Shintani,multiple-field,Asia,Tokyo,17,948,25,816,211.61994234948654,1743,929.0,1333,53,615,0,3283,19,415,26.5,696,0,3203,25,834,15.5,820,105.80997117474327,2084,211.61994234948654,1548,0.0,3261
3686,Kenichiro Shiraya,finance,Asia,Tokyo,7,2425,7,2254,47.3392015141785,3186,151.0,2826,24,1571,0,3283,0,3965,12.0,1681,0,3203,7,2299,3.5,2589,23.66960075708925,3299,47.3392015141785,3059,0.0,3261
